# r_au r_arcsec Inu_beam sig_beam  Tb sig_Tb Tb2 sig_Tb2
1.7250E+02   1.4256E+00    1.8193E-06   1.1924E-06    2.8120E-02   1.8431E-02   1.9073E+00   2.3030E-01   
1.7350E+02   1.4339E+00    2.2025E-06   1.1729E-06    3.4043E-02   1.8129E-02   1.9697E+00   1.9117E-01   
1.7450E+02   1.4421E+00    2.2078E-06   1.1479E-06    3.4125E-02   1.7743E-02   1.9706E+00   1.8617E-01   
1.7550E+02   1.4504E+00    1.4690E-06   1.1430E-06    2.2706E-02   1.7667E-02   1.8419E+00   2.7268E-01   
1.7650E+02   1.4587E+00    7.0962E-07   1.1896E-06    1.0968E-02   1.8387E-02   1.6495E+00   2.7154E-01   
1.7750E+02   1.4669E+00   -1.5670E-07   1.2160E-06   -2.4221E-03   1.8795E-02          NAN          NAN   
1.7850E+02   1.4752E+00   -6.0694E-07   1.2489E-06   -9.3813E-03   1.9304E-02          NAN          NAN   
1.7950E+02   1.4835E+00   -4.7802E-07   1.2800E-06   -7.3886E-03   1.9785E-02          NAN          NAN   
1.8050E+02   1.4917E+00    4.2145E-07   1.2721E-06    6.5142E-03   1.9662E-02   1.5346E+00   3.5034E-01   
1.8150E+02   1.5000E+00    7.9954E-07   1.2082E-06    1.2358E-02   1.8675E-02   1.6782E+00   2.6077E-01   
1.8250E+02   1.5083E+00    5.8455E-07   1.1491E-06    9.0352E-03   1.7761E-02   1.6048E+00   2.8741E-01   
1.8350E+02   1.5165E+00    4.0232E-07   1.1598E-06    6.2185E-03   1.7927E-02   1.5251E+00   3.3517E-01   
1.8450E+02   1.5248E+00    1.0417E-07   1.1819E-06    1.6101E-03   1.8268E-02   1.2929E+00   5.1062E-01   
1.8550E+02   1.5331E+00   -1.2539E-07   1.1851E-06   -1.9381E-03   1.8318E-02          NAN          NAN   
1.8650E+02   1.5413E+00   -3.3870E-07   1.1716E-06   -5.2352E-03   1.8109E-02          NAN          NAN   
1.8750E+02   1.5496E+00   -1.2577E-07   1.1796E-06   -1.9440E-03   1.8233E-02          NAN          NAN   
1.8850E+02   1.5579E+00   -3.3363E-07   1.1669E-06   -5.1568E-03   1.8036E-02          NAN          NAN   
1.8950E+02   1.5661E+00   -3.8246E-07   1.1591E-06   -5.9116E-03   1.7916E-02          NAN          NAN   
1.9050E+02   1.5744E+00   -1.5172E-07   1.1625E-06   -2.3451E-03   1.7968E-02          NAN          NAN   
1.9150E+02   1.5826E+00    5.0112E-07   1.1395E-06    7.7457E-03   1.7613E-02   1.5709E+00   3.0421E-01   
1.9250E+02   1.5909E+00    2.0242E-07   1.1023E-06    3.1287E-03   1.7038E-02   1.3975E+00   4.1008E-01   
1.9350E+02   1.5992E+00   -5.1268E-07   1.1113E-06   -7.9243E-03   1.7177E-02          NAN          NAN   
1.9450E+02   1.6074E+00   -6.3520E-07   1.1445E-06   -9.8181E-03   1.7690E-02          NAN          NAN   
1.9550E+02   1.6157E+00    2.2576E-07   1.1212E-06    3.4895E-03   1.7330E-02   1.4163E+00   4.0036E-01   
1.9650E+02   1.6240E+00    9.3650E-07   1.0904E-06    1.4475E-02   1.6854E-02   1.7179E+00   2.2418E-01   
1.9750E+02   1.6322E+00    1.2660E-06   1.0868E-06    1.9568E-02   1.6798E-02   1.7990E+00   3.0760E-01   
1.9850E+02   1.6405E+00    8.8954E-07   1.1054E-06    1.3749E-02   1.7086E-02   1.7048E+00   2.3210E-01   
1.9950E+02   1.6488E+00    4.5173E-07   1.1228E-06    6.9823E-03   1.7355E-02   1.5489E+00   3.1371E-01   
2.0050E+02   1.6570E+00    3.7300E-07   1.1132E-06    5.7654E-03   1.7206E-02   1.5099E+00   3.3547E-01   
2.0150E+02   1.6653E+00    5.4637E-07   1.0765E-06    8.4451E-03   1.6639E-02   1.5897E+00   2.8208E-01   
2.0250E+02   1.6736E+00    9.2224E-07   1.0687E-06    1.4255E-02   1.6519E-02   1.7140E+00   2.2226E-01   
2.0350E+02   1.6818E+00    7.8143E-07   1.0553E-06    1.2078E-02   1.6311E-02   1.6726E+00   2.3769E-01   
2.0450E+02   1.6901E+00    3.7200E-07   1.0542E-06    5.7499E-03   1.6294E-02   1.5094E+00   3.2388E-01   
2.0550E+02   1.6983E+00    4.4834E-07   1.0392E-06    6.9299E-03   1.6063E-02   1.5474E+00   2.9829E-01   
2.0650E+02   1.7066E+00    9.0556E-07   1.0234E-06    1.3997E-02   1.5818E-02   1.7093E+00   2.1666E-01   
2.0750E+02   1.7149E+00    1.2996E-06   1.0154E-06    2.0088E-02   1.5695E-02   1.8065E+00   2.6447E-01   
2.0850E+02   1.7231E+00    1.7511E-06   1.0453E-06    2.7066E-02   1.6157E-02   1.8953E+00   2.0274E-01   
